Task,Origin,Destination,Leg_Count,Legs,Assigned_Fleet,Seat_Capacity_Per_Leg,Seat_Capacity,Task_Capacity,Total_Fly_Minutes,Fly_Minutes,Passenger_Boardings,Expected_Passengers,Total_Sold,Total_Unmet,Expected_Load(%),Load_Factor(%),Attributed_Revenue,Revenue,Operating_Cost,Cost,Attributed_Profit,Profit,Avg_Shadow_Price,Max_Shadow_Price,Shadow_Price_Summary,Product_Count,Is_Overnight_Task,Is_Super_Flight,Recommendation_Tag,Recommendation_Reason
AA3451,CVS,QEY,1,AA3451CVSQEY,F0C0Y76,76,76,76,135,135,76.0,76.0,69.9,12.23,100.0,100.0,11153.4,11153.4,5377.5,5377.5,5775.9,5775.9,17.56,17.56,avg=17.56; max=17.56; positive_legs=1,38,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3452,QEY,CVS,1,AA3452QEYCVS,F0C0Y76,76,76,76,125,125,76.0,76.0,73.9,23.9,100.0,100.0,12233.7,12233.7,4979.17,4979.17,7254.53,7254.53,20.36,20.36,avg=20.36; max=20.36; positive_legs=1,15,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3453,CVS,QEY,1,AA3453CVSQEY,F0C0Y76,76,76,76,134,134,76.0,76.0,75.3,43.0,100.0,100.0,11650.4,11650.4,5337.67,5337.67,6312.73,6312.73,25.0,25.0,avg=25.00; max=25.00; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3454,QEY,CVS,1,AA3454QEYCVS,F0C0Y76,76,76,76,126,126,76.0,76.0,69.6,8.5,100.0,100.0,10044.9,10044.9,5019.0,5019.0,5025.9,5025.9,16.6,16.6,avg=16.60; max=16.60; positive_legs=1,21,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3455,CVS,QEY,1,AA3455CVSQEY,F0C0Y76,76,76,76,136,136,76.0,76.0,70.3,18.9,100.0,100.0,10098.6,10098.6,5417.33,5417.33,4681.27,4681.27,18.56,18.56,avg=18.56; max=18.56; positive_legs=1,27,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3460,QEY,POU,1,AA3460QEYPOU,F0C0Y76,76,76,76,130,130,75.2,75.2,73.6,3.8,98.95,98.95,9294.4,9294.4,5178.33,5178.33,4116.07,4116.07,8.88,8.88,avg=8.88; max=8.88; positive_legs=1,13,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3461,POU,QEY,1,AA3461POUQEY,F0C0Y76,76,76,76,145,145,68.8,68.8,62.2,0.2,90.53,90.53,10078.6,10078.6,5775.83,5775.83,4302.77,4302.77,2.48,2.48,avg=2.48; max=2.48; positive_legs=1,20,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3462,QEY,POU,1,AA3462QEYPOU,F16C0Y165,165,165,165,131,131,136.2,136.2,116.83,0.0,82.55,82.55,14007.4,14007.4,10047.7,10047.7,3959.7,3959.7,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,26,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA3463,POU,QEY,1,AA3463POUQEY,F0C0Y76,76,76,76,134,134,76.0,76.0,66.8,28.57,100.0,100.0,11420.8,11420.8,5337.67,5337.67,6083.13,6083.13,22.72,22.72,avg=22.72; max=22.72; positive_legs=1,51,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3464,QEY,POU,1,AA3464QEYPOU,F0C0Y76,76,76,76,136,136,62.0,62.0,55.0,0.0,81.58,81.58,5867.2,5867.2,5417.33,5417.33,449.87,449.87,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,17,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA3465,POU,QEY,1,AA3465POUQEY,F0C0Y76,76,76,76,134,134,76.0,76.0,74.1,34.8,100.0,100.0,11029.7,11029.7,5337.67,5337.67,5692.03,5692.03,22.24,22.24,avg=22.24; max=22.24; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3472,TFB,MHC,1,AA3472TFBMHC,F0C0Y76,76,76,76,155,155,76.0,76.0,75.3,32.0,100.0,100.0,8856.7,8856.7,6174.17,6174.17,2682.53,2682.53,14.6,14.6,avg=14.60; max=14.60; positive_legs=1,21,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3473,MHC,TFB,1,AA3473MHCTFB,F0C0Y76,76,76,76,163,163,76.0,76.0,74.1,55.6,100.0,100.0,10500.1,10500.1,6492.83,6492.83,4007.27,4007.27,18.36,18.36,avg=18.36; max=18.36; positive_legs=1,18,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3474,TFB,MHC,1,AA3474TFBMHC,F0C0Y76,76,76,76,160,160,76.0,76.0,75.3,20.3,100.0,100.0,8403.4,8403.4,6373.33,6373.33,2030.07,2030.07,14.6,14.6,avg=14.60; max=14.60; positive_legs=1,15,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3475,MHC,TFB,1,AA3475MHCTFB,F0C0Y76,76,76,76,161,161,76.0,76.0,73.9,70.7,100.0,100.0,7383.8,7383.8,6413.17,6413.17,970.63,970.63,14.6,14.6,avg=14.60; max=14.60; positive_legs=1,23,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3476,TFB,MHC,1,AA3476TFBMHC,F0C0Y76,76,76,76,157,157,73.0,73.0,67.3,3.7,96.05,96.05,6932.4,6932.4,6253.83,6253.83,678.57,678.57,11.68,11.68,avg=11.68; max=11.68; positive_legs=1,22,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3477,MHC,TFB,1,AA3477MHCTFB,F0C0Y76,76,76,76,161,161,76.0,76.0,75.4,12.6,100.0,100.0,7491.6,7491.6,6413.17,6413.17,1078.43,1078.43,14.6,14.6,avg=14.60; max=14.60; positive_legs=1,10,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3478,QEY,MHC,1,AA3478QEYMHC,F0C0Y76,76,76,76,140,140,73.0,73.0,64.1,0.3,96.05,96.05,6747.8,6747.8,5576.67,5576.67,1171.13,1171.13,5.12,5.12,avg=5.12; max=5.12; positive_legs=1,21,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3479,MHC,QEY,1,AA3479MHCQEY,F0C0Y76,76,76,76,145,145,76.0,76.0,71.7,34.3,100.0,100.0,6771.5,6771.5,5775.83,5775.83,995.67,995.67,15.0,15.0,avg=15.00; max=15.00; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3481,TCB,TFB,1,AA3481TCBTFB,F0C0Y76,76,76,76,152,152,76.0,76.0,72.9,20.2,100.0,100.0,13065.0,13065.0,6054.67,6054.67,7010.33,7010.33,25.2,25.2,avg=25.20; max=25.20; positive_legs=1,21,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3482,TFB,TCB,1,AA3482TFBTCB,F0C0Y76,76,76,76,144,144,70.2,70.2,66.2,4.3,92.37,92.37,9224.5,9224.5,5736.0,5736.0,3488.5,3488.5,9.56,9.56,avg=9.56; max=9.56; positive_legs=1,15,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3488,QEY,CVS,1,AA3488QEYCVS,F0C0Y76,76,76,76,128,128,69.0,69.0,64.8,1.5,90.79,90.79,7415.5,7415.5,5098.67,5098.67,2316.83,2316.83,6.8,6.8,avg=6.80; max=6.80; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA3490,TFB,GBU,1,AA3490TFBGBU,F0C0Y76,76,76,76,124,124,52.8,52.8,47.0,0.0,69.47,69.47,7738.2,7738.2,4939.33,4939.33,2798.87,2798.87,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,28,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA3491,GBU,TFB,1,AA3491GBUTFB,F0C0Y76,76,76,76,135,135,76.0,76.0,71.7,20.4,100.0,100.0,11950.4,11950.4,5377.5,5377.5,6572.9,6572.9,22.56,22.56,avg=22.56; max=22.56; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2001,ZLN,TFB,1,BA2001ZLNTFB,F0C0Y72,72,72,72,40,40,37.0,37.0,34.5,0.0,51.39,51.39,2408.7,2408.7,1593.33,1593.33,815.37,815.37,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,15,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2002,TFB,ZLN,1,BA2002TFBZLN,F12C0Y112,112,112,112,39,39,96.8,96.8,93.3,0.0,86.43,86.43,6888.2,6888.2,2951.0,2951.0,3937.2,3937.2,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,28,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2011,TFB,NGS,1,BA2011TFBNGS,F0C0Y76,76,76,76,83,83,76.0,76.0,67.4,17.7,100.0,100.0,9422.2,9422.2,3306.17,3306.17,6116.03,6116.03,13.28,13.28,avg=13.28; max=13.28; positive_legs=1,46,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2014,QEY,TFB,1,BA2014QEYTFB,F16C0Y165,165,165,165,50,50,165.0,165.0,134.8,31.0,100.0,100.0,15193.12,15193.12,3835.0,3835.0,11358.12,11358.12,10.2,10.2,avg=10.20; max=10.20; positive_legs=1,162,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2015,TFB,QEY,1,BA2015TFBQEY,F16C0Y165,165,165,165,48,48,96.6,96.6,63.07,3.2,58.55,58.55,10015.33,10015.33,3681.6,3681.6,6333.73,6333.73,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,79,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2018,QEY,TFB,1,BA2018QEYTFB,F16C0Y165,165,165,165,51,51,165.0,165.0,119.33,20.43,100.0,100.0,15272.42,15272.42,3911.7,3911.7,11360.72,11360.72,5.24,5.24,avg=5.24; max=5.24; positive_legs=1,173,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2019,QEY,SEN,1,BA2019QEYSEN,F0C0Y76,76,76,76,42,42,66.8,66.8,59.3,3.6,87.89,87.89,5367.0,5367.0,1673.0,1673.0,3694.0,3694.0,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,42,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2024,TFB,ZWS,1,BA2024TFBZWS,F0C0Y76,76,76,76,48,48,76.0,76.0,59.3,10.2,100.0,100.0,9280.6,9280.6,1912.0,1912.0,7368.6,7368.6,17.64,17.64,avg=17.64; max=17.64; positive_legs=1,61,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2026,QEY,TFB,1,BA2026QEYTFB,F0C0Y76,76,76,76,47,47,70.8,70.8,49.8,4.43,93.16,93.16,6639.87,6639.87,1872.17,1872.17,4767.7,4767.7,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,83,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2033,ZWS,TFB,1,BA2033ZWSTFB,F0C0Y76,76,76,76,50,50,73.0,73.0,57.0,1.5,96.05,96.05,7868.8,7868.8,1991.67,1991.67,5877.13,5877.13,3.96,3.96,avg=3.96; max=3.96; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2034,SEN,QEY,1,BA2034SENQEY,F16C0Y165,165,165,165,43,43,115.2,115.2,77.7,0.3,69.82,69.82,8525.9,8525.9,3298.1,3298.1,5227.8,5227.8,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,84,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2039,TFB,QEY,1,BA2039TFBQEY,F16C0Y165,165,165,165,51,51,64.2,64.2,50.33,9.7,38.91,38.91,5365.83,5365.83,3911.7,3911.7,1454.13,1454.13,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,55,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2040,FVH,QEY,1,BA2040FVHQEY,F0C0Y76,76,76,76,40,40,61.4,61.4,35.13,0.0,80.79,80.79,4207.5,4207.5,1593.33,1593.33,2614.17,2614.17,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,54,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2042,QEY,TFB,1,BA2042QEYTFB,F0C0Y76,76,76,76,50,50,50.6,50.6,39.0,12.7,66.58,66.58,4160.0,4160.0,1991.67,1991.67,2168.33,2168.33,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,62,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2043,TFB,QEY,1,BA2043TFBQEY,F16C0Y165,165,165,165,50,50,99.4,99.4,67.83,2.7,60.24,60.24,8065.73,8065.73,3835.0,3835.0,4230.73,4230.73,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,94,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2044,QEY,TFB,1,BA2044QEYTFB,F0C0Y76,76,76,76,47,47,53.0,53.0,32.37,2.53,69.74,69.74,4495.93,4495.93,1872.17,1872.17,2623.77,2623.77,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,68,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2045,TFB,QEY,1,BA2045TFBQEY,F12C12Y48,48,48,48,49,49,46.8,46.8,39.3,4.8,97.5,97.5,4713.67,4713.67,1558.2,1558.2,3155.47,3155.47,5.6,5.6,avg=5.60; max=5.60; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2046,QEY,TFB,1,BA2046QEYTFB,F0C0Y76,76,76,76,47,47,49.0,49.0,32.33,4.53,64.47,64.47,3894.63,3894.63,1872.17,1872.17,2022.47,2022.47,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,64,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2047,TFB,QEY,1,BA2047TFBQEY,F0C0Y72,72,72,72,49,49,64.0,64.0,54.33,9.5,88.89,88.89,5875.7,5875.7,1951.83,1951.83,3923.87,3923.87,0.08,0.08,avg=0.08; max=0.08; positive_legs=1,57,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2048,QEY,HFH,1,BA2048QEYHFH,F0C0Y72,72,72,72,67,67,60.8,60.8,59.17,0.0,84.44,84.44,5934.67,5934.67,2668.83,2668.83,3265.83,3265.83,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,17,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2049,HFH,QEY,1,BA2049HFHQEY,F0C0Y76,76,76,76,72,72,76.0,76.0,62.87,16.67,100.0,100.0,6887.63,6887.63,2868.0,2868.0,4019.63,4019.63,11.2,11.2,avg=11.20; max=11.20; positive_legs=1,43,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2051,TFB,QEY,1,BA2051TFBQEY,F0C0Y76,76,76,76,51,51,59.0,59.0,40.13,2.77,77.63,77.63,4239.9,4239.9,2031.5,2031.5,2208.4,2208.4,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,62,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2052,QEY,TFB,1,BA2052QEYTFB,F0C0Y76,76,76,76,50,50,39.2,39.2,30.2,1.97,51.58,51.58,4503.2,4503.2,1991.67,1991.67,2511.53,2511.53,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,36,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2055,TFB,QEY,1,BA2055TFBQEY,F0C0Y72,72,72,72,49,49,53.6,53.6,35.7,5.6,74.44,74.44,5518.3,5518.3,1951.83,1951.83,3566.47,3566.47,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,54,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2056,QEY,TFB,1,BA2056QEYTFB,F0C0Y72,72,72,72,50,50,58.8,58.8,41.97,13.9,81.67,81.67,4555.97,4555.97,1991.67,1991.67,2564.3,2564.3,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,59,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2057,TFB,QEY,1,BA2057TFBQEY,F0C0Y76,76,76,76,50,50,76.0,76.0,61.7,12.2,100.0,100.0,7054.8,7054.8,1991.67,1991.67,5063.13,5063.13,8.56,8.56,avg=8.56; max=8.56; positive_legs=1,69,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2061,TFB,QEY,1,BA2061TFBQEY,F0C0Y76,76,76,76,49,49,70.2,70.2,57.77,4.4,92.37,92.37,5747.87,5747.87,1951.83,1951.83,3796.03,3796.03,3.2,3.2,avg=3.20; max=3.20; positive_legs=1,60,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2064,TFB,FBU,1,BA2064TFBFBU,F0C0Y76,76,76,76,40,40,76.0,76.0,73.37,13.33,100.0,100.0,5093.43,5093.43,1593.33,1593.33,3500.1,3500.1,9.76,9.76,avg=9.76; max=9.76; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2068,QEY,TFB,1,BA2068QEYTFB,F0C0Y76,76,76,76,49,49,76.0,76.0,50.47,15.9,100.0,100.0,6747.47,6747.47,1951.83,1951.83,4795.63,4795.63,9.32,9.32,avg=9.32; max=9.32; positive_legs=1,108,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2069,FBU,TFB,1,BA2069FBUTFB,F0C0Y76,76,76,76,41,41,30.8,30.8,29.5,0.0,40.53,40.53,3222.6,3222.6,1633.17,1633.17,1589.43,1589.43,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2071,TKD,MBY,1,BA2071TKDMBY,F0C0Y76,76,76,76,82,82,70.2,70.2,68.8,1.6,92.37,92.37,4672.2,4672.2,3266.33,3266.33,1405.87,1405.87,1.92,1.92,avg=1.92; max=1.92; positive_legs=1,13,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2076,MBY,TKD,1,BA2076MBYTKD,F0C0Y76,76,76,76,80,80,74.6,74.6,72.8,6.2,98.16,98.16,5871.2,5871.2,3186.67,3186.67,2684.53,2684.53,4.48,4.48,avg=4.48; max=4.48; positive_legs=1,13,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2077,TKD,MBY,1,BA2077TKDMBY,F0C0Y76,76,76,76,83,83,48.0,48.0,48.0,0.0,63.16,63.16,3467.4,3467.4,3306.17,3306.17,161.23,161.23,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,8,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2078,MBY,TKD,1,BA2078MBYTKD,F0C0Y76,76,76,76,81,81,75.2,75.2,74.0,3.4,98.95,98.95,5578.9,5578.9,3226.5,3226.5,2352.4,2352.4,3.08,3.08,avg=3.08; max=3.08; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2079,BMX,TFB,1,BA2079BMXTFB,F12C12Y48,48,48,48,59,59,44.2,44.2,44.2,2.0,92.08,92.08,3226.0,3226.0,1876.2,1876.2,1349.8,1349.8,4.16,4.16,avg=4.16; max=4.16; positive_legs=1,11,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2081,QEY,FVH,1,BA2081QEYFVH,F0C0Y76,76,76,76,39,39,76.0,76.0,53.13,10.0,100.0,100.0,5389.93,5389.93,1553.5,1553.5,3836.43,3836.43,5.76,5.76,avg=5.76; max=5.76; positive_legs=1,55,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2082,SEN,QEY,1,BA2082SENQEY,F0C0Y76,76,76,76,41,41,50.6,50.6,35.93,0.0,66.58,66.58,3449.6,3449.6,1633.17,1633.17,1816.43,1816.43,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,30,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2083,QEY,SEN,1,BA2083QEYSEN,F12C12Y48,48,48,48,44,44,47.6,47.6,35.53,12.1,99.17,99.17,3198.73,3198.73,1399.2,1399.2,1799.53,1799.53,5.6,5.6,avg=5.60; max=5.60; positive_legs=1,30,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2086,TFB,BMX,1,BA2086TFBBMX,F12C12Y48,48,48,48,54,54,48.0,48.0,43.5,9.6,100.0,100.0,5568.2,5568.2,1717.2,1717.2,3851.0,3851.0,11.8,11.8,avg=11.80; max=11.80; positive_legs=1,31,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2087,BMX,TFB,1,BA2087BMXTFB,F0C0Y76,76,76,76,59,59,75.0,75.0,75.0,12.8,98.68,98.68,6493.4,6493.4,2350.17,2350.17,4143.23,4143.23,9.28,9.28,avg=9.28; max=9.28; positive_legs=1,11,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2091,QEY,NGS,1,BA2091QEYNGS,F0C0Y76,76,76,76,59,59,76.0,76.0,62.97,19.2,100.0,100.0,7731.75,7731.75,2350.17,2350.17,5381.59,5381.59,11.36,11.36,avg=11.36; max=11.36; positive_legs=1,56,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2093,QEY,NGS,1,BA2093QEYNGS,F16C0Y165,165,165,165,59,59,117.8,117.8,87.83,1.9,71.39,71.39,9349.53,9349.53,4525.3,4525.3,4824.23,4824.23,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,68,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2094,NGS,QEY,1,BA2094NGSQEY,F0C0Y76,76,76,76,59,59,71.0,71.0,62.67,3.4,93.42,93.42,7075.07,7075.07,2350.17,2350.17,4724.9,4724.9,5.52,5.52,avg=5.52; max=5.52; positive_legs=1,29,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2095,QEY,NGS,1,BA2095QEYNGS,F0C0Y76,76,76,76,59,59,76.0,76.0,66.3,21.6,100.0,100.0,6742.2,6742.2,2350.17,2350.17,4392.03,4392.03,12.04,12.04,avg=12.04; max=12.04; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2096,TFB,BMX,1,BA2096TFBBMX,F0C0Y76,76,76,76,59,59,62.6,62.6,56.4,0.0,82.37,82.37,4965.6,4965.6,2350.17,2350.17,2615.43,2615.43,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,22,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2098,NGS,QEY,1,BA2098NGSQEY,F0C0Y76,76,76,76,57,57,73.6,73.6,64.27,0.93,96.84,96.84,5865.37,5865.37,2270.5,2270.5,3594.87,3594.87,0.96,0.96,avg=0.96; max=0.96; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2100,TFB,QTD,1,BA2100TFBQTD,F0C0Y76,76,76,76,48,48,74.4,74.4,61.43,3.87,97.89,97.89,7108.53,7108.53,1912.0,1912.0,5196.53,5196.53,3.76,3.76,avg=3.76; max=3.76; positive_legs=1,40,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2101,QTD,TFB,1,BA2101QTDTFB,F0C0Y76,76,76,76,52,52,76.0,76.0,64.53,11.47,100.0,100.0,6687.43,6687.43,2071.33,2071.33,4616.1,4616.1,7.92,7.92,avg=7.92; max=7.92; positive_legs=1,55,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2102,TFB,QTD,1,BA2102TFBQTD,F0C0Y76,76,76,76,50,50,45.4,45.4,43.4,0.0,59.74,59.74,4612.1,4612.1,1991.67,1991.67,2620.43,2620.43,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,24,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
BA2103,QTD,TFB,1,BA2103QTDTFB,F0C0Y76,76,76,76,52,52,76.0,76.0,64.9,36.9,100.0,100.0,6748.4,6748.4,2071.33,2071.33,4677.07,4677.07,12.92,12.92,avg=12.92; max=12.92; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2104,TFB,QTD,1,BA2104TFBQTD,F12C12Y48,48,48,48,50,50,41.6,41.6,34.0,3.4,86.67,86.67,3861.3,3861.3,1590.0,1590.0,2271.3,2271.3,0.2,0.2,avg=0.20; max=0.20; positive_legs=1,35,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2105,QTD,TFB,1,BA2105QTDTFB,F0C0Y76,76,76,76,52,52,75.4,75.4,56.43,15.8,99.21,99.21,6930.5,6930.5,2071.33,2071.33,4859.17,4859.17,8.52,8.52,avg=8.52; max=8.52; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2106,TFB,QTD,1,BA2106TFBQTD,F0C0Y76,76,76,76,53,53,76.0,76.0,67.9,18.63,100.0,100.0,7531.6,7531.6,2111.17,2111.17,5420.43,5420.43,12.36,12.36,avg=12.36; max=12.36; positive_legs=1,53,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2107,QTD,TFB,1,BA2107QTDTFB,F12C12Y48,48,48,48,52,52,42.2,42.2,36.5,0.1,87.92,87.92,3568.7,3568.7,1653.6,1653.6,1915.1,1915.1,1.08,1.08,avg=1.08; max=1.08; positive_legs=1,34,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
BA2108,TFB,QTD,1,BA2108TFBQTD,F0C0Y76,76,76,76,50,50,76.0,76.0,65.23,3.77,100.0,100.0,6294.23,6294.23,1991.67,1991.67,4302.57,4302.57,1.84,1.84,avg=1.84; max=1.84; positive_legs=1,39,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
BA2109,QTD,TFB,1,BA2109QTDTFB,F0C0Y76,76,76,76,52,52,50.8,50.8,43.0,0.1,66.84,66.84,4763.0,4763.0,2071.33,2071.33,2691.67,2691.67,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,30,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
