Task,Origin,Destination,Leg_Count,Legs,Assigned_Fleet,Seat_Capacity_Per_Leg,Seat_Capacity,Task_Capacity,Total_Fly_Minutes,Fly_Minutes,Passenger_Boardings,Expected_Passengers,Total_Sold,Total_Unmet,Expected_Load(%),Load_Factor(%),Attributed_Revenue,Revenue,Operating_Cost,Cost,Attributed_Profit,Profit,Avg_Shadow_Price,Max_Shadow_Price,Shadow_Price_Summary,Product_Count,Is_Overnight_Task,Is_Super_Flight,Recommendation_Tag,Recommendation_Reason
AA0121,TFB,BOD,1,AA0121TFBBOD,F0C0Y76,76,76,76,212,212,76.0,76.0,58.07,24.37,100.0,100.0,14178.7,14178.7,8444.67,8444.67,5734.03,5734.03,32.32,32.32,avg=32.32; max=32.32; positive_legs=1,91,1,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0122,GBJ,TFB,1,AA0122GBJTFB,F0C0Y76,76,76,76,215,215,52.2,52.2,51.5,0.0,68.68,68.68,12308.3,12308.3,8564.17,8564.17,3744.13,3744.13,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,16,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0123,TFB,GBJ,1,AA0123TFBGBJ,F16C0Y165,165,165,165,224,224,165.0,165.0,148.9,79.3,100.0,100.0,54201.0,54201.0,17180.8,17180.8,37020.2,37020.2,53.72,53.72,avg=53.72; max=53.72; positive_legs=1,128,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0124,GBJ,TFB,1,AA0124GBJTFB,F16C0Y165,165,165,165,215,215,91.2,91.2,76.9,0.0,55.27,55.27,21230.5,21230.5,16490.5,16490.5,4740.0,4740.0,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,46,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0125,TFB,GBJ,1,AA0125TFBGBJ,F0C0Y76,76,76,76,225,225,76.0,76.0,59.7,42.6,100.0,100.0,20596.1,20596.1,8962.5,8962.5,11633.6,11633.6,39.84,39.84,avg=39.84; max=39.84; positive_legs=1,86,1,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0126,GBJ,TFB,1,AA0126GBJTFB,F16C0Y165,165,165,165,218,218,91.8,91.8,79.3,0.0,55.64,55.64,19707.2,19707.2,16720.6,16720.6,2986.6,2986.6,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,21,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0127,TFB,GBJ,1,AA0127TFBGBJ,F0C0Y76,76,76,76,225,225,76.0,76.0,58.0,35.1,100.0,100.0,16831.1,16831.1,8962.5,8962.5,7868.6,7868.6,38.36,38.36,avg=38.36; max=38.36; positive_legs=1,26,1,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0128,GBJ,TFB,1,AA0128GBJTFB,F16C0Y165,165,165,165,210,210,104.6,104.6,80.8,0.9,63.39,63.39,24055.0,24055.0,16107.0,16107.0,7948.0,7948.0,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,58,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0129,TFB,GBJ,1,AA0129TFBGBJ,F16C0Y165,165,165,165,227,227,165.0,165.0,135.6,43.3,100.0,100.0,43255.43,43255.43,17410.9,17410.9,25844.53,25844.53,37.76,37.76,avg=37.76; max=37.76; positive_legs=1,140,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0132,BOD,QEY,1,AA0132BODQEY,F16C0Y165,165,165,165,223,223,88.8,88.8,88.0,0.0,53.82,53.82,19958.2,19958.2,17104.1,17104.1,2854.1,2854.1,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,14,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0134,BOD,QEY,1,AA0134BODQEY,F0C0Y76,76,76,76,223,223,56.0,56.0,47.0,0.0,73.68,73.68,12887.3,12887.3,8882.83,8882.83,4004.47,4004.47,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0135,QEY,BOD,1,AA0135QEYBOD,F0C0Y76,76,76,76,220,220,76.0,76.0,67.23,46.97,100.0,100.0,22601.63,22601.63,8763.33,8763.33,13838.3,13838.3,50.52,50.52,avg=50.52; max=50.52; positive_legs=1,33,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0136,BOD,QEY,1,AA0136BODQEY,F16C0Y165,165,165,165,220,220,92.4,92.4,85.73,0.0,56.0,56.0,21185.93,21185.93,16874.0,16874.0,4311.93,4311.93,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,29,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0137,QEY,BOD,1,AA0137QEYBOD,F16C0Y165,165,165,165,219,219,165.0,165.0,139.07,19.17,100.0,100.0,38934.17,38934.17,16797.3,16797.3,22136.87,22136.87,29.84,29.84,avg=29.84; max=29.84; positive_legs=1,95,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0138,BOD,PSE,1,AA0138BODPSE,F0C0Y76,76,76,76,370,370,5.4,5.4,3.0,0.0,7.11,7.11,847.6,847.6,14738.33,14738.33,-13890.73,-13890.73,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,13,1,0,Review_Schedule,"Low load, weak scarcity signal, and limited commercial support suggest a schedule review."
AA0139,PSE,BOD,1,AA0139PSEBOD,F0C0Y76,76,76,76,391,391,76.0,76.0,69.6,105.0,100.0,100.0,22780.1,22780.1,15574.83,15574.83,7205.27,7205.27,56.2,56.2,avg=56.20; max=56.20; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0143,QEY,BOD,1,AA0143QEYBOD,F0C0Y76,76,76,76,220,220,76.0,76.0,59.9,59.3,100.0,100.0,17769.1,17769.1,8763.33,8763.33,9005.77,9005.77,39.76,39.76,avg=39.76; max=39.76; positive_legs=1,111,1,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0181,BOD,GBJ,1,AA0181BODGBJ,F0C0Y76,76,76,76,59,59,76.0,76.0,76.0,15.6,100.0,100.0,11536.8,11536.8,2350.17,2350.17,9186.63,9186.63,22.52,22.52,avg=22.52; max=22.52; positive_legs=1,9,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0182,GBJ,BOD,1,AA0182GBJBOD,F0C0Y76,76,76,76,61,61,74.6,74.6,68.2,3.6,98.16,98.16,12038.3,12038.3,2429.83,2429.83,9608.47,9608.47,11.04,11.04,avg=11.04; max=11.04; positive_legs=1,33,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0183,BOD,GBJ,1,AA0183BODGBJ,F0C0Y76,76,76,76,56,56,76.0,76.0,70.0,7.3,100.0,100.0,11184.8,11184.8,2230.67,2230.67,8954.13,8954.13,16.64,16.64,avg=16.64; max=16.64; positive_legs=1,21,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0184,GBJ,BOD,1,AA0184GBJBOD,F12C12Y48,48,48,48,60,60,48.0,48.0,42.93,7.9,100.0,100.0,7619.93,7619.93,1908.0,1908.0,5711.93,5711.93,19.36,19.36,avg=19.36; max=19.36; positive_legs=1,25,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0187,BOD,GBJ,1,AA0187BODGBJ,F16C0Y165,165,165,165,56,56,124.8,124.8,88.3,4.0,75.64,75.64,18439.47,18439.47,4295.2,4295.2,14144.27,14144.27,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,79,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0188,GBJ,BOD,1,AA0188GBJBOD,F0C0Y76,76,76,76,60,60,60.0,60.0,57.5,0.0,78.95,78.95,8728.4,8728.4,2390.0,2390.0,6338.4,6338.4,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,17,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0189,BOD,GBJ,1,AA0189BODGBJ,F0C0Y76,76,76,76,58,58,76.0,76.0,58.47,8.63,100.0,100.0,10703.1,10703.1,2310.33,2310.33,8392.77,8392.77,13.56,13.56,avg=13.56; max=13.56; positive_legs=1,93,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0190,GBJ,BOD,1,AA0190GBJBOD,F0C0Y76,76,76,76,60,60,74.6,74.6,70.3,8.3,98.16,98.16,10931.7,10931.7,2390.0,2390.0,8541.7,8541.7,17.2,17.2,avg=17.20; max=17.20; positive_legs=1,18,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0191,BOD,GBJ,1,AA0191BODGBJ,F0C0Y76,76,76,76,57,57,76.0,76.0,64.5,21.1,100.0,100.0,11731.4,11731.4,2270.5,2270.5,9460.9,9460.9,20.0,20.0,avg=20.00; max=20.00; positive_legs=1,60,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0192,GBJ,BOD,1,AA0192GBJBOD,F0C0Y76,76,76,76,57,57,65.4,65.4,63.8,0.0,86.05,86.05,8970.7,8970.7,2270.5,2270.5,6700.2,6700.2,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,15,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0195,BOD,GBJ,1,AA0195BODGBJ,F12C12Y48,48,48,48,56,56,15.6,15.6,10.57,0.9,32.5,32.5,2364.97,2364.97,1780.8,1780.8,584.17,584.17,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,33,1,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0211,NAU,MBY,1,AA0211NAUMBY,F16C0Y165,165,165,165,172,172,151.2,151.2,151.2,2.0,91.64,91.64,21762.4,21762.4,13192.4,13192.4,8570.0,8570.0,4.28,4.28,avg=4.28; max=4.28; positive_legs=1,7,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0212,MBY,NAU,1,AA0212MBYNAU,F16C0Y165,165,165,165,151,151,160.4,160.4,160.4,27.6,97.21,97.21,21880.0,21880.0,11581.7,11581.7,10298.3,10298.3,16.8,16.8,avg=16.80; max=16.80; positive_legs=1,6,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0223,NFY,MBY,1,AA0223NFYMBY,F16C0Y165,165,165,165,240,240,159.0,159.0,157.4,13.2,96.36,96.36,24388.7,24388.7,18408.0,18408.0,5980.7,5980.7,15.72,15.72,avg=15.72; max=15.72; positive_legs=1,15,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0242,MBY,HEM,1,AA0242MBYHEM,F16C0Y165,165,165,165,180,180,164.2,164.2,164.2,27.8,99.52,99.52,22430.0,22430.0,13806.0,13806.0,8624.0,8624.0,16.16,16.16,avg=16.16; max=16.16; positive_legs=1,8,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0243,HEM,MBY,1,AA0243HEMMBY,F16C0Y165,165,165,165,205,205,165.0,165.0,163.4,17.8,100.0,100.0,21826.3,21826.3,15723.5,15723.5,6102.8,6102.8,19.8,19.8,avg=19.80; max=19.80; positive_legs=1,13,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0248,MBY,HEM,1,AA0248MBYHEM,F16C0Y165,165,165,165,185,185,165.0,165.0,163.6,38.8,100.0,100.0,22148.3,22148.3,14189.5,14189.5,7958.8,7958.8,20.2,20.2,avg=20.20; max=20.20; positive_legs=1,24,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0249,HEM,MBY,1,AA0249HEMMBY,F16C0Y165,165,165,165,207,207,165.0,165.0,164.0,79.0,100.0,100.0,24384.7,24384.7,15876.9,15876.9,8507.8,8507.8,22.44,22.44,avg=22.44; max=22.44; positive_legs=1,13,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0250,MBY,TKE,1,AA0250MBYTKE,F16C0Y165,165,165,165,136,136,155.8,155.8,145.37,4.87,94.42,94.42,21006.83,21006.83,10431.2,10431.2,10575.63,10575.63,9.28,9.28,avg=9.28; max=9.28; positive_legs=1,22,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0251,TKE,MBY,1,AA0251TKEMBY,F16C0Y165,165,165,165,154,154,165.0,165.0,159.1,81.2,100.0,100.0,30012.2,30012.2,11811.8,11811.8,18200.4,18200.4,29.6,29.6,avg=29.60; max=29.60; positive_legs=1,37,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0252,MBY,TKE,1,AA0252MBYTKE,F16C0Y165,165,165,165,143,143,98.8,98.8,80.7,0.0,59.88,59.88,11956.9,11956.9,10968.1,10968.1,988.8,988.8,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,23,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0254,MBY,QWS,1,AA0254MBYQWS,F16C0Y165,165,165,165,172,172,165.0,165.0,153.9,25.3,100.0,100.0,23221.5,23221.5,13192.4,13192.4,10029.1,10029.1,20.24,20.24,avg=20.24; max=20.24; positive_legs=1,23,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0255,TKE,MBY,1,AA0255TKEMBY,F16C0Y165,165,165,165,158,158,163.4,163.4,154.9,6.0,99.03,99.03,26539.4,26539.4,12118.6,12118.6,14420.8,14420.8,17.2,17.2,avg=17.20; max=17.20; positive_legs=1,28,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0256,MBY,NFY,1,AA0256MBYNFY,F16C0Y165,165,165,165,209,209,156.0,156.0,156.0,12.4,94.55,94.55,24201.0,24201.0,16030.3,16030.3,8170.7,8170.7,10.72,10.72,avg=10.72; max=10.72; positive_legs=1,9,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0259,QWS,MBY,1,AA0259QWSMBY,F16C0Y165,165,165,165,196,196,165.0,165.0,160.2,118.5,100.0,100.0,32013.1,32013.1,15033.2,15033.2,16979.9,16979.9,31.2,31.2,avg=31.20; max=31.20; positive_legs=1,50,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0300,TFB,TGP,1,AA0300TFBTGP,F16C0Y165,165,165,165,124,124,108.2,108.2,102.93,0.0,65.58,65.58,12700.43,12700.43,9510.8,9510.8,3189.63,3189.63,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,29,0,0,Downgauge,"Load is moderate-to-low and shadow price is near zero, suggesting possible excess capacity."
AA0303,TGP,TFB,1,AA0303TGPTFB,F16C0Y165,165,165,165,124,124,153.0,153.0,142.13,0.4,92.73,92.73,15828.27,15828.27,9510.8,9510.8,6317.47,6317.47,2.16,2.16,avg=2.16; max=2.16; positive_legs=1,45,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0304,TFB,TGP,1,AA0304TFBTGP,F16C0Y165,165,165,165,126,126,145.2,145.2,140.7,0.1,88.0,88.0,16811.5,16811.5,9664.2,9664.2,7147.3,7147.3,1.08,1.08,avg=1.08; max=1.08; positive_legs=1,14,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0305,TGP,TFB,1,AA0305TGPTFB,F16C0Y165,165,165,165,125,125,163.4,163.4,150.4,8.6,99.03,99.03,18740.0,18740.0,9587.5,9587.5,9152.5,9152.5,12.68,12.68,avg=12.68; max=12.68; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0313,TGP,TFB,1,AA0313TGPTFB,F16C0Y165,165,165,165,123,123,163.4,163.4,142.2,15.2,99.03,99.03,20081.7,20081.7,9434.1,9434.1,10647.6,10647.6,13.28,13.28,avg=13.28; max=13.28; positive_legs=1,68,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0315,TGP,TFB,1,AA0315TGPTFB,F16C0Y165,165,165,165,124,124,164.2,164.2,152.0,17.0,99.52,99.52,21693.2,21693.2,9510.8,9510.8,12182.4,12182.4,13.28,13.28,avg=13.28; max=13.28; positive_legs=1,46,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0316,TFB,TGP,1,AA0316TFBTGP,F16C0Y165,165,165,165,125,125,126.2,126.2,119.03,0.0,76.48,76.48,15621.53,15621.53,9587.5,9587.5,6034.03,6034.03,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,29,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0318,TFB,TGP,1,AA0318TFBTGP,F16C0Y165,165,165,165,128,128,157.2,157.2,150.7,3.8,95.27,95.27,18140.3,18140.3,9817.6,9817.6,8322.7,8322.7,6.72,6.72,avg=6.72; max=6.72; positive_legs=1,25,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0320,TFB,TKD,1,AA0320TFBTKD,F16C0Y165,165,165,165,122,122,165.0,165.0,157.53,10.43,100.0,100.0,23352.87,23352.87,9357.4,9357.4,13995.47,13995.47,12.72,12.72,avg=12.72; max=12.72; positive_legs=1,34,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0323,TKD,TFB,1,AA0323TKDTFB,F16C0Y165,165,165,165,119,119,139.0,139.0,133.6,0.0,84.24,84.24,16500.9,16500.9,9127.3,9127.3,7373.6,7373.6,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,19,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0324,TFB,TKD,1,AA0324TFBTKD,F16C0Y165,165,165,165,122,122,165.0,165.0,156.4,60.3,100.0,100.0,22270.2,22270.2,9357.4,9357.4,12912.8,12912.8,17.2,17.2,avg=17.20; max=17.20; positive_legs=1,42,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0325,TKD,TFB,1,AA0325TKDTFB,F16C0Y165,165,165,165,118,118,159.8,159.8,144.77,4.73,96.85,96.85,16147.1,16147.1,9050.6,9050.6,7096.5,7096.5,4.2,4.2,avg=4.20; max=4.20; positive_legs=1,39,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0326,TFB,TKD,1,AA0326TFBTKD,F16C0Y165,165,165,165,122,122,132.4,132.4,123.3,0.0,80.24,80.24,15347.3,15347.3,9357.4,9357.4,5989.9,5989.9,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,27,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0327,TKD,TFB,1,AA0327TKDTFB,F16C0Y165,165,165,165,118,118,148.0,148.0,139.1,3.7,89.7,89.7,16239.2,16239.2,9050.6,9050.6,7188.6,7188.6,3.44,3.44,avg=3.44; max=3.44; positive_legs=1,32,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0328,TFB,TKD,1,AA0328TFBTKD,F16C0Y165,165,165,165,123,123,164.8,164.8,145.87,17.1,99.88,99.88,18152.43,18152.43,9434.1,9434.1,8718.33,8718.33,11.72,11.72,avg=11.72; max=11.72; positive_legs=1,54,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0329,TKD,TFB,1,AA0329TKDTFB,F16C0Y165,165,165,165,119,119,158.8,158.8,155.0,5.3,96.24,96.24,20421.1,20421.1,9127.3,9127.3,11293.8,11293.8,10.32,10.32,avg=10.32; max=10.32; positive_legs=1,29,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0342,TFB,PBL,1,AA0342TFBPBL,F16C0Y165,165,165,165,120,120,137.8,137.8,131.1,0.0,83.52,83.52,15735.1,15735.1,9204.0,9204.0,6531.1,6531.1,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0343,PBL,TFB,1,AA0343PBLTFB,F16C0Y165,165,165,165,113,113,158.0,158.0,142.8,7.6,95.76,95.76,16831.5,16831.5,8667.1,8667.1,8164.4,8164.4,9.72,9.72,avg=9.72; max=9.72; positive_legs=1,22,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0344,TFB,PBL,1,AA0344TFBPBL,F16C0Y165,165,165,165,122,122,120.0,120.0,113.3,0.0,72.73,72.73,13473.3,13473.3,9357.4,9357.4,4115.9,4115.9,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,20,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0346,TFB,PBL,1,AA0346TFBPBL,F0C0Y76,76,76,76,123,123,75.8,75.8,72.6,14.37,99.74,99.74,9078.3,9078.3,4899.5,4899.5,4178.8,4178.8,12.96,12.96,avg=12.96; max=12.96; positive_legs=1,21,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0347,PBL,TFB,1,AA0347PBLTFB,F0C0Y76,76,76,76,116,116,76.0,76.0,70.8,78.2,100.0,100.0,9946.9,9946.9,4620.67,4620.67,5326.23,5326.23,17.08,17.08,avg=17.08; max=17.08; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0349,PBL,TFB,1,AA0349PBLTFB,F0C0Y76,76,76,76,114,114,74.4,74.4,66.7,11.6,97.89,97.89,7610.6,7610.6,4541.0,4541.0,3069.6,3069.6,12.96,12.96,avg=12.96; max=12.96; positive_legs=1,18,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0354,TFB,PBL,1,AA0354TFBPBL,F0C0Y72,72,72,72,120,120,63.2,63.2,58.8,0.6,87.78,87.78,6819.2,6819.2,4780.0,4780.0,2039.2,2039.2,3.24,3.24,avg=3.24; max=3.24; positive_legs=1,20,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0357,PBL,TFB,1,AA0357PBLTFB,F16C0Y165,165,165,165,114,114,165.0,165.0,154.7,20.2,100.0,100.0,17498.2,17498.2,8743.8,8743.8,8754.4,8754.4,15.76,15.76,avg=15.76; max=15.76; positive_legs=1,35,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0362,TFB,TNG,1,AA0362TFBTNG,F16C0Y165,165,165,165,107,107,148.0,148.0,123.33,0.2,89.7,89.7,18637.3,18637.3,8206.9,8206.9,10430.4,10430.4,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,54,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0363,TNG,TFB,1,AA0363TNGTFB,F16C0Y165,165,165,165,108,108,136.0,136.0,107.3,0.2,82.42,82.42,16710.3,16710.3,8283.6,8283.6,8426.7,8426.7,0.0,0.0,avg=0.00; max=0.00; positive_legs=0,52,0,0,Keep,Current assignment is broadly aligned with observed load and scarcity signals.
AA0365,TNG,TFB,1,AA0365TNGTFB,F16C0Y165,165,165,165,108,108,165.0,165.0,147.53,25.57,100.0,100.0,23771.57,23771.57,8283.6,8283.6,15487.97,15487.97,19.72,19.72,avg=19.72; max=19.72; positive_legs=1,65,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0368,TFB,TNG,1,AA0368TFBTNG,F16C0Y165,165,165,165,101,101,165.0,165.0,150.9,20.1,100.0,100.0,23640.7,23640.7,7746.7,7746.7,15894.0,15894.0,18.44,18.44,avg=18.44; max=18.44; positive_legs=1,49,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0372,TFB,TNG,1,AA0372TFBTNG,F0C0Y76,76,76,76,100,100,76.0,76.0,62.8,18.3,100.0,100.0,11124.7,11124.7,3983.33,3983.33,7141.37,7141.37,21.52,21.52,avg=21.52; max=21.52; positive_legs=1,36,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0373,TNG,TFB,1,AA0373TNGTFB,F16C0Y165,165,165,165,107,107,165.0,165.0,132.43,23.9,100.0,100.0,20394.37,20394.37,8206.9,8206.9,12187.47,12187.47,17.68,17.68,avg=17.68; max=17.68; positive_legs=1,82,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0385,TGP,QEY,1,AA0385TGPQEY,F0C0Y76,76,76,76,101,101,76.0,76.0,73.9,14.4,100.0,100.0,9217.8,9217.8,4023.17,4023.17,5194.63,5194.63,16.2,16.2,avg=16.20; max=16.20; positive_legs=1,17,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0388,QEY,TGP,1,AA0388QEYTGP,F0C0Y76,76,76,76,115,115,76.0,76.0,70.6,39.2,100.0,100.0,9838.2,9838.2,4580.83,4580.83,5257.37,5257.37,16.4,16.4,avg=16.40; max=16.40; positive_legs=1,16,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0400,QEY,TKD,1,AA0400QEYTKD,F16C0Y165,165,165,165,104,104,165.0,165.0,160.1,18.4,100.0,100.0,24323.1,24323.1,7976.8,7976.8,16346.3,16346.3,18.92,18.92,avg=18.92; max=18.92; positive_legs=1,27,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
AA0401,TKD,QEY,1,AA0401TKDQEY,F0C0Y76,76,76,76,101,101,75.2,75.2,71.3,6.0,98.95,98.95,10433.3,10433.3,4023.17,4023.17,6410.13,6410.13,13.76,13.76,avg=13.76; max=13.76; positive_legs=1,22,0,0,Upgauge_or_AddCapacity,High load and positive shadow-price signal suggest scarce capacity on this task.
