Leg,Task,Origin,Destination,Parent_Task,Assigned_Fleet,Seat_Capacity,Expected_Passengers,Total_Passengers,Expected_Load(%),Load_Factor(%),Bottleneck_Freq(%),Expected_Shadow_Price,Shadow_Price,Attributed_Revenue,Revenue_Contribution,Revenue_Per_Pax,Product_Count,Value_Score,Recommendation_Tag,Recommendation_Reason
BA2426TFBCPJ,BA2426,TFB,CPJ,BA2426,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.32,14.32,8249.1,8249.1,108.54,34,9337.42,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2526TNGQEY,BA2526,TNG,QEY,BA2526,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,13.36,13.36,8274.0,8274.0,108.87,37,9289.36,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0618TFBMBT,AA0618,TFB,MBT,AA0618,F16C0Y165,165,84.4,84.4,51.15,51.15,0.0,0.0,0.0,9202.9,9202.9,109.04,27,9202.9,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2633QEYTNG,BA2633,QEY,TNG,BA2633,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,12.8,12.8,8198.2,8198.2,107.87,36,9171.0,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2235HFHTFB,BA2235,HFH,TFB,BA2235,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.76,14.76,7993.53,7993.53,105.18,104,9115.29,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2294SENTFB,BA2294,SEN,TFB,BA2294,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,11.72,11.72,8198.0,8198.0,107.87,56,9088.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2327HFHTFB,BA2327,HFH,TFB,BA2327,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,15.12,15.12,7928.1,7928.1,104.32,69,9077.22,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0051BODGBJ,AA0051,BOD,GBJ,super_AA0051,F12C12Y48,48,48.0,48.0,100.0,100.0,100.0,20.72,20.72,8049.5,8049.5,167.7,67,9044.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0192GBJBOD,AA0192,GBJ,BOD,AA0192,F0C0Y76,76,65.4,65.4,86.05,86.05,0.0,0.0,0.0,8970.7,8970.7,137.17,15,8970.7,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2475TFBTUT,BA2475,TFB,TUT,super_BA2475,F0C0Y76,76,75.2,75.2,98.95,98.95,60.0,7.44,7.44,8341.3,8341.3,110.92,15,8906.74,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2351HFHQEY,BA2351,HFH,QEY,BA2351,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,12.2,12.2,7936.3,7936.3,104.42,65,8863.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2289GDBTFB,BA2289,GDB,TFB,BA2289,F0C0Y76,76,64.6,64.6,85.0,85.0,20.0,3.56,3.56,8564.3,8564.3,132.57,26,8834.86,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2314TFBZWS,BA2314,TFB,ZWS,BA2314,F16C0Y165,165,74.2,74.2,44.97,44.97,0.0,0.0,0.0,8803.5,8803.5,118.65,69,8803.5,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2135TFBQEY,BA2135,TFB,QEY,BA2135,F16C0Y165,165,82.4,82.4,49.94,49.94,0.0,0.0,0.0,8728.6,8728.6,105.93,97,8728.6,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2223QEYCPJ,BA2223,QEY,CPJ,BA2223,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,12.48,12.48,7720.3,7720.3,101.58,27,8668.78,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2422CPJQEY,BA2422,CPJ,QEY,BA2422,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,13.44,13.44,7646.7,7646.7,100.61,49,8668.14,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2353HFHQEY,BA2353,HFH,QEY,BA2353,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,11.84,11.84,7741.0,7741.0,101.86,51,8640.84,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2534GBUTFB,BA2534,GBU,TFB,BA2534,F0C0Y76,76,59.8,59.8,78.68,78.68,0.0,0.0,0.0,8638.6,8638.6,144.46,16,8638.6,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2288TFBGDB,BA2288,TFB,GDB,BA2288,F0C0Y76,76,67.6,67.6,88.95,88.95,0.0,0.0,0.0,8602.7,8602.7,127.26,25,8602.7,Keep,This leg does not currently exhibit a strong adjustment signal.
AA3477MHCTFB,AA3477,MHC,TFB,AA3477,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.6,14.6,7491.6,7491.6,98.57,10,8601.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0349PBLTFB,AA0349,PBL,TFB,AA0349,F0C0Y76,76,74.4,74.4,97.89,97.89,80.0,12.96,12.96,7610.6,7610.6,102.29,18,8595.56,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2273TFBSEN,BA2273,TFB,SEN,BA2273,F16C0Y165,165,77.6,77.6,47.03,47.03,0.0,0.0,0.0,8589.8,8589.8,110.69,46,8589.8,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2331HFHTFB,BA2331,HFH,TFB,BA2331,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,13.28,13.28,7579.01,7579.01,99.72,83,8588.29,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0484TFBTBO,AA0484,TFB,TBO,AA0484,F0C0Y76,76,66.6,66.6,87.63,87.63,20.0,3.72,3.72,8290.5,8290.5,124.48,14,8573.22,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2428NGSTFB,BA2428,NGS,TFB,BA2428,F0C0Y76,76,73.8,73.8,97.11,97.11,60.0,3.0,3.0,8310.5,8310.5,112.61,50,8538.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2381ZZKTFB,BA2381,ZZK,TFB,BA2381,F0C0Y72,72,69.0,69.0,95.83,95.83,40.0,1.56,1.56,8412.62,8412.62,121.92,64,8524.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2034SENQEY,BA2034,SEN,QEY,BA2034,F16C0Y165,165,115.2,115.2,69.82,69.82,0.0,0.0,0.0,8504.5,8504.5,73.82,84,8504.5,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA3475MHCTFB,AA3475,MHC,TFB,AA3475,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,14.6,14.6,7383.8,7383.8,97.16,23,8493.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2106TFBQTD,BA2106,TFB,QTD,BA2106,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,12.36,12.36,7531.6,7531.6,99.1,53,8470.96,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0188GBJBOD,AA0188,GBJ,BOD,AA0188,F0C0Y76,76,60.0,60.0,78.95,78.95,0.0,0.0,0.0,8448.5,8448.5,140.81,17,8448.5,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2204TFBZWS,BA2204,TFB,ZWS,BA2204,F0C0Y72,72,69.4,69.4,96.39,96.39,40.0,2.6,2.6,8258.03,8258.03,118.99,54,8445.23,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2114TFBZZD,BA2114,TFB,ZZD,BA2114,F12C12Y48,48,48.0,48.0,100.0,100.0,100.0,15.48,15.48,7699.4,7699.4,160.4,46,8442.44,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0698TFBHFH,AA0698,TFB,HFH,AA0698,F16C0Y165,165,88.0,88.0,53.33,53.33,0.0,0.0,0.0,8433.64,8433.64,95.84,83,8433.64,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2441TFBSOP,BA2441,TFB,SOP,BA2441,F0C0Y76,76,67.8,67.8,89.21,89.21,0.0,0.0,0.0,8426.2,8426.2,124.28,19,8426.2,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2091QEYNGS,BA2091,QEY,NGS,BA2091,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,11.36,11.36,7550.25,7550.25,99.35,56,8413.61,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2370TKDQEY,BA2370,TKD,QEY,BA2370,F0C0Y76,76,70.4,70.4,92.63,92.63,0.0,0.0,0.0,8405.0,8405.0,119.39,18,8405.0,Keep,This leg does not currently exhibit a strong adjustment signal.
AA0590QEYTOB,AA0590,QEY,TOB,AA0590,F0C0Y76,76,69.6,69.6,91.58,91.58,20.0,3.44,3.44,8113.7,8113.7,116.58,14,8375.14,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2377QEYTKD,BA2377,QEY,TKD,BA2377,F0C0Y76,76,65.6,65.6,86.32,86.32,20.0,0.0,0.0,8346.3,8346.3,127.23,21,8346.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2241HFHTFB,BA2241,HFH,TFB,BA2241,F0C0Y76,76,75.0,75.0,98.68,98.68,60.0,5.52,5.52,7912.6,7912.6,105.5,49,8332.12,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2299TFBFVH,BA2299,TFB,FVH,BA2299,F16C0Y165,165,84.0,84.0,50.91,50.91,0.0,0.0,0.0,8303.1,8303.1,98.85,61,8303.1,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2326TFBHUG,BA2326,TFB,HUG,super_BA2326,F12C12Y48,48,48.0,48.0,100.0,100.0,100.0,21.84,21.84,7253.57,7253.57,151.12,29,8301.89,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2435ZWSQEY,BA2435,ZWS,QEY,BA2435,F0C0Y76,76,69.0,69.0,90.79,90.79,20.0,3.88,3.88,8002.2,8002.2,115.97,31,8297.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2411HFHTFB,BA2411,HFH,TFB,BA2411,F0C0Y76,76,72.8,72.8,95.79,95.79,20.0,2.72,2.72,8079.1,8079.1,110.98,45,8285.82,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2474MBYTUT,BA2474,MBY,TUT,super_BA2474,F0C0Y76,76,75.6,75.6,99.47,99.47,80.0,6.08,6.08,7785.2,7785.2,102.98,10,8247.28,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2329QEYNGS,BA2329,QEY,NGS,BA2329,F0C0Y76,76,74.0,74.0,97.37,97.37,60.0,8.76,8.76,7574.7,7574.7,102.36,26,8240.46,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2168QTQTKD,BA2168,QTQ,TKD,super_BA2168,F0C0Y76,76,64.6,64.6,85.0,85.0,0.0,0.0,0.0,8188.1,8188.1,126.75,18,8188.1,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2033ZWSTFB,BA2033,ZWS,TFB,BA2033,F0C0Y76,76,73.0,73.0,96.05,96.05,40.0,3.96,3.96,7868.8,7868.8,107.79,45,8169.76,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0184GBJBOD,AA0184,GBJ,BOD,AA0184,F12C12Y48,48,48.0,48.0,100.0,100.0,100.0,19.36,19.36,7190.63,7190.63,149.8,25,8119.91,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2490TFBCMJ,BA2490,TFB,CMJ,BA2490,F16C0Y165,165,112.8,112.8,68.36,68.36,0.0,0.0,0.0,8061.27,8061.27,71.47,79,8061.27,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2392TFBHFH,BA2392,TFB,HFH,BA2392,F0C0Y76,76,67.6,67.6,88.95,88.95,40.0,2.84,2.84,7745.1,7745.1,114.57,22,7960.94,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2533QEYGBU,BA2533,QEY,GBU,BA2533,F0C0Y76,76,62.8,62.8,82.63,82.63,0.0,0.0,0.0,7950.4,7950.4,126.6,16,7950.4,Keep,This leg does not currently exhibit a strong adjustment signal.
AA3488QEYCVS,AA3488,QEY,CVS,AA3488,F0C0Y76,76,69.0,69.0,90.79,90.79,40.0,6.8,6.8,7415.5,7415.5,107.47,16,7932.3,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3479MHCQEY,AA3479,MHC,QEY,AA3479,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,15.0,15.0,6771.5,6771.5,89.1,16,7911.5,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2618TNGQEY,BA2618,TNG,QEY,BA2618,F0C0Y76,76,75.0,75.0,98.68,98.68,80.0,4.72,4.72,7500.0,7500.0,100.0,33,7858.72,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2207ZLNTFB,BA2207,ZLN,TFB,BA2207,F12C0Y112,112,104.8,104.8,93.57,93.57,20.0,1.92,1.92,7639.8,7639.8,72.9,19,7854.84,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2268TFBCPJ,BA2268,TFB,CPJ,BA2268,F0C0Y76,76,70.4,70.4,92.63,92.63,20.0,2.32,2.32,7649.35,7649.35,108.66,48,7825.67,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3476TFBMHC,AA3476,TFB,MHC,AA3476,F0C0Y76,76,73.0,73.0,96.05,96.05,80.0,11.68,11.68,6932.4,6932.4,94.96,22,7820.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0462TFBMBY,AA0462,TFB,MBY,AA0462,F0C0Y76,76,74.2,74.2,97.63,97.63,40.0,1.8,1.8,7655.4,7655.4,103.17,26,7792.2,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2043TFBQEY,BA2043,TFB,QEY,BA2043,F16C0Y165,165,99.4,99.4,60.24,60.24,0.0,0.0,0.0,7759.63,7759.63,78.06,94,7759.63,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
AA0690TFBHFH,AA0690,TFB,HFH,AA0690,F0C0Y76,76,74.8,74.8,98.42,98.42,60.0,4.44,4.44,7408.3,7408.3,99.04,58,7745.74,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2049HFHQEY,BA2049,HFH,QEY,BA2049,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,11.2,11.2,6887.63,6887.63,90.63,43,7738.83,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA3490TFBGBU,AA3490,TFB,GBU,AA3490,F0C0Y76,76,52.8,52.8,69.47,69.47,0.0,0.0,0.0,7738.2,7738.2,146.56,28,7738.2,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2103QTDTFB,BA2103,QTD,TFB,BA2103,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,12.92,12.92,6748.4,6748.4,88.79,49,7730.32,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0055BODGBJ,AA0055,BOD,GBJ,super_AA0055,F12C12Y48,48,46.0,46.0,95.83,95.83,60.0,13.76,13.76,7026.4,7026.4,152.75,9,7686.88,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2609QEYPBL,BA2609,QEY,PBL,super_BA2609,F0C0Y76,76,69.0,69.0,90.79,90.79,40.0,2.76,2.76,7453.3,7453.3,108.02,18,7663.06,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2095QEYNGS,BA2095,QEY,NGS,BA2095,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,12.04,12.04,6742.2,6742.2,88.71,45,7657.24,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2644PBLQEY,BA2644,PBL,QEY,super_BA2644,F0C0Y76,76,71.2,71.2,93.68,93.68,40.0,5.0,5.0,7265.6,7265.6,102.04,15,7645.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2138TFBHFH,BA2138,TFB,HFH,BA2138,F0C0Y76,76,65.8,65.8,86.58,86.58,40.0,4.4,4.4,7299.2,7299.2,110.93,61,7633.6,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2255TFBSOP,BA2255,TFB,SOP,BA2255,F0C0Y76,76,59.6,59.6,78.42,78.42,20.0,3.0,3.0,7394.4,7394.4,124.07,24,7622.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2105QTDTFB,BA2105,QTD,TFB,BA2105,F0C0Y76,76,75.4,75.4,99.21,99.21,80.0,8.52,8.52,6930.5,6930.5,91.92,49,7578.02,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2248TFBHFH,BA2248,TFB,HFH,BA2248,F0C0Y76,76,72.4,72.4,95.26,95.26,60.0,7.0,7.0,7020.8,7020.8,96.97,48,7552.8,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2151TFBQEY,BA2151,TFB,QEY,BA2151,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,11.96,11.96,6614.4,6614.4,87.03,78,7523.36,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2175TFBQEY,BA2175,TFB,QEY,BA2175,F16C0Y165,165,76.4,76.4,46.3,46.3,0.0,0.0,0.0,7517.2,7517.2,98.39,95,7517.2,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2219QVXTFB,BA2219,QVX,TFB,BA2219,F0C0Y72,72,66.8,66.8,92.78,92.78,40.0,5.16,5.16,7137.43,7137.43,106.85,42,7508.95,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2094NGSQEY,BA2094,NGS,QEY,BA2094,F0C0Y76,76,71.0,71.0,93.42,93.42,40.0,5.52,5.52,7075.07,7075.07,99.65,29,7494.59,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2493CMJTFB,BA2493,CMJ,TFB,BA2493,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,10.04,10.04,6687.27,6687.27,87.99,96,7450.31,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2057TFBQEY,BA2057,TFB,QEY,BA2057,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,8.56,8.56,6795.7,6795.7,89.42,69,7446.26,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2397NTPTFB,BA2397,NTP,TFB,BA2397,F0C0Y76,76,54.6,54.6,71.84,71.84,0.0,0.0,0.0,7428.6,7428.6,136.05,27,7428.6,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2483CMJTFB,BA2483,CMJ,TFB,BA2483,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,8.48,8.48,6761.6,6761.6,88.97,75,7406.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2100TFBQTD,BA2100,TFB,QTD,BA2100,F0C0Y76,76,74.4,74.4,97.89,97.89,60.0,3.76,3.76,7108.53,7108.53,95.54,40,7394.29,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0047BODBER,AA0047,BOD,BER,AA0047,F12C12Y48,48,42.8,42.8,89.17,89.17,20.0,0.0,0.0,7372.4,7372.4,172.25,9,7372.4,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0153BODPUA,AA0153,BOD,PUA,super_AA0153,F12C12Y48,48,29.6,29.6,61.67,61.67,0.0,0.0,0.0,7329.2,7329.2,247.61,16,7329.2,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
BA2635TFBQEY,BA2635,TFB,QEY,super_BA2635,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,5.04,5.04,6915.13,6915.13,90.99,63,7298.17,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2101QTDTFB,BA2101,QTD,TFB,BA2101,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,7.92,7.92,6687.43,6687.43,87.99,55,7289.35,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
AA0574QEYTBO,AA0574,QEY,TBO,AA0574,F0C0Y76,76,60.6,60.6,79.74,79.74,0.0,0.0,0.0,7275.0,7275.0,120.05,11,7275.0,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2068QEYTFB,BA2068,QEY,TFB,BA2068,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,9.32,9.32,6560.17,6560.17,86.32,108,7268.49,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2087BMXTFB,BA2087,BMX,TFB,BA2087,F0C0Y76,76,75.0,75.0,98.68,98.68,80.0,9.28,9.28,6493.4,6493.4,86.58,11,7198.68,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2388TFBZZK,BA2388,TFB,ZZK,BA2388,F0C0Y72,72,60.8,60.8,84.44,84.44,20.0,0.92,0.92,7128.4,7128.4,117.24,42,7194.64,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2285GDBTFB,BA2285,GDB,TFB,BA2285,F0C0Y76,76,58.0,58.0,76.32,76.32,0.0,0.0,0.0,7194.4,7194.4,124.04,26,7194.4,Keep,This leg does not currently exhibit a strong adjustment signal.
BA2338FVHQEY,BA2338,FVH,QEY,BA2338,F0C0Y76,76,76.0,76.0,100.0,100.0,100.0,10.24,10.24,6408.6,6408.6,84.32,78,7186.84,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2326IMOTFB,BA2326,IMO,TFB,super_BA2326,F12C12Y48,48,45.6,45.6,95.0,95.0,60.0,7.96,7.96,6789.0,6789.0,148.88,26,7171.08,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2140TFBCPJ,BA2140,TFB,CPJ,BA2140,F0C0Y76,76,68.4,68.4,90.0,90.0,20.0,3.24,3.24,6920.6,6920.6,101.18,26,7166.84,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2168TKDQEY,BA2168,TKD,QEY,super_BA2168,F0C0Y76,76,60.4,60.4,79.47,79.47,0.0,0.0,0.0,7141.7,7141.7,118.24,20,7141.7,Keep,This leg does not currently exhibit a strong adjustment signal.
AA3478QEYMHC,AA3478,QEY,MHC,AA3478,F0C0Y76,76,73.0,73.0,96.05,96.05,40.0,5.12,5.12,6747.8,6747.8,92.44,21,7136.92,Upgauge_or_AddCapacity,"This leg shows either full-load behavior, bottleneck frequency, or positive scarcity value."
BA2462TFBCAO,BA2462,TFB,CAO,BA2462,F0C0Y76,76,53.0,53.0,69.74,69.74,0.0,0.0,0.0,7134.3,7134.3,134.61,18,7134.3,Downgauge,"This leg has limited scarcity signal and relatively low load, suggesting smaller capacity may fit."
